;bench;dataset;arch;threads;cmdline;unit;retval;value;runtime;tag
10;parsec.blackscholes;simlarge;x86_64;4;/test/benchmarks-root/parsec-3.0-bins/pkgs/apps/blackscholes/inst/amd64-linux.gcc/bin/blackscholes 4 /tmp/parsec.blackscholes.xf3wgq7g/in_64K.txt /tmp/parsec.blackscholes.xf3wgq7g/prices.txt;seconds;0;4.543381690979004;native;SW Fences const:simlarge:4
11;parsec.blackscholes;simlarge;x86_64;4;/test/benchmarks-root/parsec-3.0-bins/pkgs/apps/blackscholes/inst/amd64-linux.gcc/bin/blackscholes 4 /tmp/parsec.blackscholes.xf3wgq7g/in_64K.txt /tmp/parsec.blackscholes.xf3wgq7g/prices.txt;seconds;0;4.537743330001831;native;SW Fences const:simlarge:4
12;parsec.blackscholes;simlarge;x86_64;4;/test/benchmarks-root/parsec-3.0-bins/pkgs/apps/blackscholes/inst/amd64-linux.gcc/bin/blackscholes 4 /tmp/parsec.blackscholes.xf3wgq7g/in_64K.txt /tmp/parsec.blackscholes.xf3wgq7g/prices.txt;seconds;0;4.47490119934082;native;SW Fences const:simlarge:4
13;parsec.blackscholes;simlarge;x86_64;4;/test/benchmarks-root/parsec-3.0-bins/pkgs/apps/blackscholes/inst/amd64-linux.gcc/bin/blackscholes 4 /tmp/parsec.blackscholes.xf3wgq7g/in_64K.txt /tmp/parsec.blackscholes.xf3wgq7g/prices.txt;seconds;0;4.478516340255737;native;SW Fences const:simlarge:4
14;parsec.blackscholes;simlarge;x86_64;4;/test/benchmarks-root/parsec-3.0-bins/pkgs/apps/blackscholes/inst/amd64-linux.gcc/bin/blackscholes 4 /tmp/parsec.blackscholes.xf3wgq7g/in_64K.txt /tmp/parsec.blackscholes.xf3wgq7g/prices.txt;seconds;0;4.465494394302368;native;SW Fences const:simlarge:4
15;parsec.blackscholes;simlarge;x86_64;4;/test/benchmarks-root/parsec-3.0-bins/pkgs/apps/blackscholes/inst/amd64-linux.gcc/bin/blackscholes 4 /tmp/parsec.blackscholes.xf3wgq7g/in_64K.txt /tmp/parsec.blackscholes.xf3wgq7g/prices.txt;seconds;0;4.5795207023620605;native;SW Fences const:simlarge:4
16;parsec.blackscholes;simlarge;x86_64;4;/test/benchmarks-root/parsec-3.0-bins/pkgs/apps/blackscholes/inst/amd64-linux.gcc/bin/blackscholes 4 /tmp/parsec.blackscholes.xf3wgq7g/in_64K.txt /tmp/parsec.blackscholes.xf3wgq7g/prices.txt;seconds;0;4.532269716262817;native;SW Fences const:simlarge:4
17;parsec.blackscholes;simlarge;x86_64;4;/test/benchmarks-root/parsec-3.0-bins/pkgs/apps/blackscholes/inst/amd64-linux.gcc/bin/blackscholes 4 /tmp/parsec.blackscholes.xf3wgq7g/in_64K.txt /tmp/parsec.blackscholes.xf3wgq7g/prices.txt;seconds;0;4.49618935585022;native;SW Fences const:simlarge:4
18;parsec.blackscholes;simlarge;x86_64;4;/test/benchmarks-root/parsec-3.0-bins/pkgs/apps/blackscholes/inst/amd64-linux.gcc/bin/blackscholes 4 /tmp/parsec.blackscholes.xf3wgq7g/in_64K.txt /tmp/parsec.blackscholes.xf3wgq7g/prices.txt;seconds;0;4.546943426132202;native;SW Fences const:simlarge:4
19;parsec.blackscholes;simlarge;x86_64;4;/test/benchmarks-root/parsec-3.0-bins/pkgs/apps/blackscholes/inst/amd64-linux.gcc/bin/blackscholes 4 /tmp/parsec.blackscholes.xf3wgq7g/in_64K.txt /tmp/parsec.blackscholes.xf3wgq7g/prices.txt;seconds;0;4.484781742095947;native;SW Fences const:simlarge:4
20;parsec.bodytrack;simlarge;x86_64;4;/test/benchmarks-root/parsec-3.0-bins/pkgs/apps/bodytrack/inst/amd64-linux.gcc/bin/bodytrack /tmp/parsec.bodytrack.0ukdj3wg/sequenceB_4 4 4 4000 5 0 4;seconds;0;36.73027157783508;native;SW Fences const:simlarge:4
21;parsec.bodytrack;simlarge;x86_64;4;/test/benchmarks-root/parsec-3.0-bins/pkgs/apps/bodytrack/inst/amd64-linux.gcc/bin/bodytrack /tmp/parsec.bodytrack.0ukdj3wg/sequenceB_4 4 4 4000 5 0 4;seconds;0;36.60514163970947;native;SW Fences const:simlarge:4
22;parsec.bodytrack;simlarge;x86_64;4;/test/benchmarks-root/parsec-3.0-bins/pkgs/apps/bodytrack/inst/amd64-linux.gcc/bin/bodytrack /tmp/parsec.bodytrack.0ukdj3wg/sequenceB_4 4 4 4000 5 0 4;seconds;0;36.562734842300415;native;SW Fences const:simlarge:4
23;parsec.bodytrack;simlarge;x86_64;4;/test/benchmarks-root/parsec-3.0-bins/pkgs/apps/bodytrack/inst/amd64-linux.gcc/bin/bodytrack /tmp/parsec.bodytrack.0ukdj3wg/sequenceB_4 4 4 4000 5 0 4;seconds;0;36.63237142562866;native;SW Fences const:simlarge:4
24;parsec.bodytrack;simlarge;x86_64;4;/test/benchmarks-root/parsec-3.0-bins/pkgs/apps/bodytrack/inst/amd64-linux.gcc/bin/bodytrack /tmp/parsec.bodytrack.0ukdj3wg/sequenceB_4 4 4 4000 5 0 4;seconds;0;36.697420597076416;native;SW Fences const:simlarge:4
25;parsec.bodytrack;simlarge;x86_64;4;/test/benchmarks-root/parsec-3.0-bins/pkgs/apps/bodytrack/inst/amd64-linux.gcc/bin/bodytrack /tmp/parsec.bodytrack.0ukdj3wg/sequenceB_4 4 4 4000 5 0 4;seconds;0;36.59014868736267;native;SW Fences const:simlarge:4
26;parsec.bodytrack;simlarge;x86_64;4;/test/benchmarks-root/parsec-3.0-bins/pkgs/apps/bodytrack/inst/amd64-linux.gcc/bin/bodytrack /tmp/parsec.bodytrack.0ukdj3wg/sequenceB_4 4 4 4000 5 0 4;seconds;0;36.53901767730713;native;SW Fences const:simlarge:4
27;parsec.bodytrack;simlarge;x86_64;4;/test/benchmarks-root/parsec-3.0-bins/pkgs/apps/bodytrack/inst/amd64-linux.gcc/bin/bodytrack /tmp/parsec.bodytrack.0ukdj3wg/sequenceB_4 4 4 4000 5 0 4;seconds;0;36.5442578792572;native;SW Fences const:simlarge:4
28;parsec.bodytrack;simlarge;x86_64;4;/test/benchmarks-root/parsec-3.0-bins/pkgs/apps/bodytrack/inst/amd64-linux.gcc/bin/bodytrack /tmp/parsec.bodytrack.0ukdj3wg/sequenceB_4 4 4 4000 5 0 4;seconds;0;36.54137563705444;native;SW Fences const:simlarge:4
29;parsec.bodytrack;simlarge;x86_64;4;/test/benchmarks-root/parsec-3.0-bins/pkgs/apps/bodytrack/inst/amd64-linux.gcc/bin/bodytrack /tmp/parsec.bodytrack.0ukdj3wg/sequenceB_4 4 4 4000 5 0 4;seconds;0;36.43663573265076;native;SW Fences const:simlarge:4
30;parsec.bodytrack;simlarge;x86_64;4;/test/benchmarks-root/parsec-3.0-bins/pkgs/apps/bodytrack/inst/amd64-linux.gcc/bin/bodytrack /tmp/parsec.bodytrack.0ukdj3wg/sequenceB_4 4 4 4000 5 0 4;seconds;0;36.46615862846375;native;SW Fences const:simlarge:4
31;parsec.bodytrack;simlarge;x86_64;4;/test/benchmarks-root/parsec-3.0-bins/pkgs/apps/bodytrack/inst/amd64-linux.gcc/bin/bodytrack /tmp/parsec.bodytrack.0ukdj3wg/sequenceB_4 4 4 4000 5 0 4;seconds;0;36.48257851600647;native;SW Fences const:simlarge:4
32;parsec.bodytrack;simlarge;x86_64;4;/test/benchmarks-root/parsec-3.0-bins/pkgs/apps/bodytrack/inst/amd64-linux.gcc/bin/bodytrack /tmp/parsec.bodytrack.0ukdj3wg/sequenceB_4 4 4 4000 5 0 4;seconds;0;36.49276781082153;native;SW Fences const:simlarge:4
33;parsec.bodytrack;simlarge;x86_64;4;/test/benchmarks-root/parsec-3.0-bins/pkgs/apps/bodytrack/inst/amd64-linux.gcc/bin/bodytrack /tmp/parsec.bodytrack.0ukdj3wg/sequenceB_4 4 4 4000 5 0 4;seconds;0;36.457881689071655;native;SW Fences const:simlarge:4
34;parsec.bodytrack;simlarge;x86_64;4;/test/benchmarks-root/parsec-3.0-bins/pkgs/apps/bodytrack/inst/amd64-linux.gcc/bin/bodytrack /tmp/parsec.bodytrack.0ukdj3wg/sequenceB_4 4 4 4000 5 0 4;seconds;0;36.523552656173706;native;SW Fences const:simlarge:4
35;parsec.bodytrack;simlarge;x86_64;4;/test/benchmarks-root/parsec-3.0-bins/pkgs/apps/bodytrack/inst/amd64-linux.gcc/bin/bodytrack /tmp/parsec.bodytrack.0ukdj3wg/sequenceB_4 4 4 4000 5 0 4;seconds;0;36.53006362915039;native;SW Fences const:simlarge:4
36;parsec.bodytrack;simlarge;x86_64;4;/test/benchmarks-root/parsec-3.0-bins/pkgs/apps/bodytrack/inst/amd64-linux.gcc/bin/bodytrack /tmp/parsec.bodytrack.0ukdj3wg/sequenceB_4 4 4 4000 5 0 4;seconds;0;36.64602875709534;native;SW Fences const:simlarge:4
37;parsec.bodytrack;simlarge;x86_64;4;/test/benchmarks-root/parsec-3.0-bins/pkgs/apps/bodytrack/inst/amd64-linux.gcc/bin/bodytrack /tmp/parsec.bodytrack.0ukdj3wg/sequenceB_4 4 4 4000 5 0 4;seconds;0;36.42367959022522;native;SW Fences const:simlarge:4
38;parsec.bodytrack;simlarge;x86_64;4;/test/benchmarks-root/parsec-3.0-bins/pkgs/apps/bodytrack/inst/amd64-linux.gcc/bin/bodytrack /tmp/parsec.bodytrack.0ukdj3wg/sequenceB_4 4 4 4000 5 0 4;seconds;0;36.5264458656311;native;SW Fences const:simlarge:4
39;parsec.bodytrack;simlarge;x86_64;4;/test/benchmarks-root/parsec-3.0-bins/pkgs/apps/bodytrack/inst/amd64-linux.gcc/bin/bodytrack /tmp/parsec.bodytrack.0ukdj3wg/sequenceB_4 4 4 4000 5 0 4;seconds;0;36.43547964096069;native;SW Fences const:simlarge:4
40;parsec.canneal;simlarge;x86_64;4;/test/benchmarks-root/parsec-3.0-bins/pkgs/kernels/canneal/inst/amd64-linux.gcc/bin/canneal 4 15000 2000 /tmp/parsec.canneal.qfsuhb6c/400000.nets 128;seconds;0;47.32410883903504;native;SW Fences const:simlarge:4
41;parsec.canneal;simlarge;x86_64;4;/test/benchmarks-root/parsec-3.0-bins/pkgs/kernels/canneal/inst/amd64-linux.gcc/bin/canneal 4 15000 2000 /tmp/parsec.canneal.qfsuhb6c/400000.nets 128;seconds;0;38.72784900665283;native;SW Fences const:simlarge:4
42;parsec.canneal;simlarge;x86_64;4;/test/benchmarks-root/parsec-3.0-bins/pkgs/kernels/canneal/inst/amd64-linux.gcc/bin/canneal 4 15000 2000 /tmp/parsec.canneal.qfsuhb6c/400000.nets 128;seconds;0;43.01580309867859;native;SW Fences const:simlarge:4
43;parsec.canneal;simlarge;x86_64;4;/test/benchmarks-root/parsec-3.0-bins/pkgs/kernels/canneal/inst/amd64-linux.gcc/bin/canneal 4 15000 2000 /tmp/parsec.canneal.qfsuhb6c/400000.nets 128;seconds;0;41.44009327888489;native;SW Fences const:simlarge:4
44;parsec.canneal;simlarge;x86_64;4;/test/benchmarks-root/parsec-3.0-bins/pkgs/kernels/canneal/inst/amd64-linux.gcc/bin/canneal 4 15000 2000 /tmp/parsec.canneal.qfsuhb6c/400000.nets 128;seconds;0;40.44798827171326;native;SW Fences const:simlarge:4
45;parsec.canneal;simlarge;x86_64;4;/test/benchmarks-root/parsec-3.0-bins/pkgs/kernels/canneal/inst/amd64-linux.gcc/bin/canneal 4 15000 2000 /tmp/parsec.canneal.qfsuhb6c/400000.nets 128;seconds;0;41.79540514945984;native;SW Fences const:simlarge:4
46;parsec.canneal;simlarge;x86_64;4;/test/benchmarks-root/parsec-3.0-bins/pkgs/kernels/canneal/inst/amd64-linux.gcc/bin/canneal 4 15000 2000 /tmp/parsec.canneal.qfsuhb6c/400000.nets 128;seconds;0;46.41163873672485;native;SW Fences const:simlarge:4
47;parsec.canneal;simlarge;x86_64;4;/test/benchmarks-root/parsec-3.0-bins/pkgs/kernels/canneal/inst/amd64-linux.gcc/bin/canneal 4 15000 2000 /tmp/parsec.canneal.qfsuhb6c/400000.nets 128;seconds;0;48.59714889526367;native;SW Fences const:simlarge:4
48;parsec.canneal;simlarge;x86_64;4;/test/benchmarks-root/parsec-3.0-bins/pkgs/kernels/canneal/inst/amd64-linux.gcc/bin/canneal 4 15000 2000 /tmp/parsec.canneal.qfsuhb6c/400000.nets 128;seconds;0;42.19240307807922;native;SW Fences const:simlarge:4
49;parsec.canneal;simlarge;x86_64;4;/test/benchmarks-root/parsec-3.0-bins/pkgs/kernels/canneal/inst/amd64-linux.gcc/bin/canneal 4 15000 2000 /tmp/parsec.canneal.qfsuhb6c/400000.nets 128;seconds;0;41.6841561794281;native;SW Fences const:simlarge:4
50;parsec.canneal;simlarge;x86_64;4;/test/benchmarks-root/parsec-3.0-bins/pkgs/kernels/canneal/inst/amd64-linux.gcc/bin/canneal 4 15000 2000 /tmp/parsec.canneal.qfsuhb6c/400000.nets 128;seconds;0;42.31431603431702;native;SW Fences const:simlarge:4
51;parsec.canneal;simlarge;x86_64;4;/test/benchmarks-root/parsec-3.0-bins/pkgs/kernels/canneal/inst/amd64-linux.gcc/bin/canneal 4 15000 2000 /tmp/parsec.canneal.qfsuhb6c/400000.nets 128;seconds;0;46.09030866622925;native;SW Fences const:simlarge:4
52;parsec.canneal;simlarge;x86_64;4;/test/benchmarks-root/parsec-3.0-bins/pkgs/kernels/canneal/inst/amd64-linux.gcc/bin/canneal 4 15000 2000 /tmp/parsec.canneal.qfsuhb6c/400000.nets 128;seconds;0;48.43172478675842;native;SW Fences const:simlarge:4
53;parsec.canneal;simlarge;x86_64;4;/test/benchmarks-root/parsec-3.0-bins/pkgs/kernels/canneal/inst/amd64-linux.gcc/bin/canneal 4 15000 2000 /tmp/parsec.canneal.qfsuhb6c/400000.nets 128;seconds;0;42.71402311325073;native;SW Fences const:simlarge:4
54;parsec.canneal;simlarge;x86_64;4;/test/benchmarks-root/parsec-3.0-bins/pkgs/kernels/canneal/inst/amd64-linux.gcc/bin/canneal 4 15000 2000 /tmp/parsec.canneal.qfsuhb6c/400000.nets 128;seconds;0;41.56341218948364;native;SW Fences const:simlarge:4
55;parsec.canneal;simlarge;x86_64;4;/test/benchmarks-root/parsec-3.0-bins/pkgs/kernels/canneal/inst/amd64-linux.gcc/bin/canneal 4 15000 2000 /tmp/parsec.canneal.qfsuhb6c/400000.nets 128;seconds;0;46.10037565231323;native;SW Fences const:simlarge:4
56;parsec.canneal;simlarge;x86_64;4;/test/benchmarks-root/parsec-3.0-bins/pkgs/kernels/canneal/inst/amd64-linux.gcc/bin/canneal 4 15000 2000 /tmp/parsec.canneal.qfsuhb6c/400000.nets 128;seconds;0;49.41187286376953;native;SW Fences const:simlarge:4
57;parsec.canneal;simlarge;x86_64;4;/test/benchmarks-root/parsec-3.0-bins/pkgs/kernels/canneal/inst/amd64-linux.gcc/bin/canneal 4 15000 2000 /tmp/parsec.canneal.qfsuhb6c/400000.nets 128;seconds;0;43.1227912902832;native;SW Fences const:simlarge:4
58;parsec.canneal;simlarge;x86_64;4;/test/benchmarks-root/parsec-3.0-bins/pkgs/kernels/canneal/inst/amd64-linux.gcc/bin/canneal 4 15000 2000 /tmp/parsec.canneal.qfsuhb6c/400000.nets 128;seconds;0;39.407063007354736;native;SW Fences const:simlarge:4
59;parsec.canneal;simlarge;x86_64;4;/test/benchmarks-root/parsec-3.0-bins/pkgs/kernels/canneal/inst/amd64-linux.gcc/bin/canneal 4 15000 2000 /tmp/parsec.canneal.qfsuhb6c/400000.nets 128;seconds;0;46.165650844573975;native;SW Fences const:simlarge:4
60;parsec.facesim;simlarge;x86_64;4;/test/benchmarks-root/parsec-3.0-bins/pkgs/apps/facesim/inst/amd64-linux.gcc/bin/facesim -timing -threads 4;seconds;0;113.4755642414093;native;SW Fences const:simlarge:4
61;parsec.facesim;simlarge;x86_64;4;/test/benchmarks-root/parsec-3.0-bins/pkgs/apps/facesim/inst/amd64-linux.gcc/bin/facesim -timing -threads 4;seconds;0;113.60384750366212;native;SW Fences const:simlarge:4
62;parsec.facesim;simlarge;x86_64;4;/test/benchmarks-root/parsec-3.0-bins/pkgs/apps/facesim/inst/amd64-linux.gcc/bin/facesim -timing -threads 4;seconds;0;112.71957111358644;native;SW Fences const:simlarge:4
63;parsec.facesim;simlarge;x86_64;4;/test/benchmarks-root/parsec-3.0-bins/pkgs/apps/facesim/inst/amd64-linux.gcc/bin/facesim -timing -threads 4;seconds;0;113.3478021621704;native;SW Fences const:simlarge:4
64;parsec.facesim;simlarge;x86_64;4;/test/benchmarks-root/parsec-3.0-bins/pkgs/apps/facesim/inst/amd64-linux.gcc/bin/facesim -timing -threads 4;seconds;0;113.35553121566772;native;SW Fences const:simlarge:4
65;parsec.facesim;simlarge;x86_64;4;/test/benchmarks-root/parsec-3.0-bins/pkgs/apps/facesim/inst/amd64-linux.gcc/bin/facesim -timing -threads 4;seconds;0;112.67469716072084;native;SW Fences const:simlarge:4
66;parsec.facesim;simlarge;x86_64;4;/test/benchmarks-root/parsec-3.0-bins/pkgs/apps/facesim/inst/amd64-linux.gcc/bin/facesim -timing -threads 4;seconds;0;112.50434947013856;native;SW Fences const:simlarge:4
67;parsec.facesim;simlarge;x86_64;4;/test/benchmarks-root/parsec-3.0-bins/pkgs/apps/facesim/inst/amd64-linux.gcc/bin/facesim -timing -threads 4;seconds;0;113.36312317848206;native;SW Fences const:simlarge:4
68;parsec.facesim;simlarge;x86_64;4;/test/benchmarks-root/parsec-3.0-bins/pkgs/apps/facesim/inst/amd64-linux.gcc/bin/facesim -timing -threads 4;seconds;0;117.42917275428772;native;SW Fences const:simlarge:4
69;parsec.facesim;simlarge;x86_64;4;/test/benchmarks-root/parsec-3.0-bins/pkgs/apps/facesim/inst/amd64-linux.gcc/bin/facesim -timing -threads 4;seconds;0;113.23977136611938;native;SW Fences const:simlarge:4
70;parsec.facesim;simlarge;x86_64;4;/test/benchmarks-root/parsec-3.0-bins/pkgs/apps/facesim/inst/amd64-linux.gcc/bin/facesim -timing -threads 4;seconds;0;116.07144355773926;native;SW Fences const:simlarge:4
71;parsec.facesim;simlarge;x86_64;4;/test/benchmarks-root/parsec-3.0-bins/pkgs/apps/facesim/inst/amd64-linux.gcc/bin/facesim -timing -threads 4;seconds;0;112.87363028526306;native;SW Fences const:simlarge:4
72;parsec.facesim;simlarge;x86_64;4;/test/benchmarks-root/parsec-3.0-bins/pkgs/apps/facesim/inst/amd64-linux.gcc/bin/facesim -timing -threads 4;seconds;0;112.89396333694458;native;SW Fences const:simlarge:4
73;parsec.facesim;simlarge;x86_64;4;/test/benchmarks-root/parsec-3.0-bins/pkgs/apps/facesim/inst/amd64-linux.gcc/bin/facesim -timing -threads 4;seconds;0;112.16894102096558;native;SW Fences const:simlarge:4
74;parsec.facesim;simlarge;x86_64;4;/test/benchmarks-root/parsec-3.0-bins/pkgs/apps/facesim/inst/amd64-linux.gcc/bin/facesim -timing -threads 4;seconds;0;112.9181604385376;native;SW Fences const:simlarge:4
75;parsec.facesim;simlarge;x86_64;4;/test/benchmarks-root/parsec-3.0-bins/pkgs/apps/facesim/inst/amd64-linux.gcc/bin/facesim -timing -threads 4;seconds;0;113.70960521697998;native;SW Fences const:simlarge:4
76;parsec.facesim;simlarge;x86_64;4;/test/benchmarks-root/parsec-3.0-bins/pkgs/apps/facesim/inst/amd64-linux.gcc/bin/facesim -timing -threads 4;seconds;0;112.86662101745604;native;SW Fences const:simlarge:4
77;parsec.facesim;simlarge;x86_64;4;/test/benchmarks-root/parsec-3.0-bins/pkgs/apps/facesim/inst/amd64-linux.gcc/bin/facesim -timing -threads 4;seconds;0;112.73250436782835;native;SW Fences const:simlarge:4
78;parsec.facesim;simlarge;x86_64;4;/test/benchmarks-root/parsec-3.0-bins/pkgs/apps/facesim/inst/amd64-linux.gcc/bin/facesim -timing -threads 4;seconds;0;113.46488332748412;native;SW Fences const:simlarge:4
79;parsec.facesim;simlarge;x86_64;4;/test/benchmarks-root/parsec-3.0-bins/pkgs/apps/facesim/inst/amd64-linux.gcc/bin/facesim -timing -threads 4;seconds;0;115.50335931777954;native;SW Fences const:simlarge:4
80;parsec.ferret;simlarge;x86_64;4;/test/benchmarks-root/parsec-3.0-bins/pkgs/apps/ferret/inst/amd64-linux.gcc/bin/ferret /tmp/parsec.ferret.a1ogs0t2/corel lsh /tmp/parsec.ferret.a1ogs0t2/queries 10 20 4 /tmp/parsec.ferret.a1ogs0t2/output.txt;seconds;0;23.772547245025635;native;SW Fences const:simlarge:4
81;parsec.ferret;simlarge;x86_64;4;/test/benchmarks-root/parsec-3.0-bins/pkgs/apps/ferret/inst/amd64-linux.gcc/bin/ferret /tmp/parsec.ferret.a1ogs0t2/corel lsh /tmp/parsec.ferret.a1ogs0t2/queries 10 20 4 /tmp/parsec.ferret.a1ogs0t2/output.txt;seconds;0;23.376983165740967;native;SW Fences const:simlarge:4
82;parsec.ferret;simlarge;x86_64;4;/test/benchmarks-root/parsec-3.0-bins/pkgs/apps/ferret/inst/amd64-linux.gcc/bin/ferret /tmp/parsec.ferret.a1ogs0t2/corel lsh /tmp/parsec.ferret.a1ogs0t2/queries 10 20 4 /tmp/parsec.ferret.a1ogs0t2/output.txt;seconds;0;23.175174236297607;native;SW Fences const:simlarge:4
83;parsec.ferret;simlarge;x86_64;4;/test/benchmarks-root/parsec-3.0-bins/pkgs/apps/ferret/inst/amd64-linux.gcc/bin/ferret /tmp/parsec.ferret.a1ogs0t2/corel lsh /tmp/parsec.ferret.a1ogs0t2/queries 10 20 4 /tmp/parsec.ferret.a1ogs0t2/output.txt;seconds;0;22.77278709411621;native;SW Fences const:simlarge:4
84;parsec.ferret;simlarge;x86_64;4;/test/benchmarks-root/parsec-3.0-bins/pkgs/apps/ferret/inst/amd64-linux.gcc/bin/ferret /tmp/parsec.ferret.a1ogs0t2/corel lsh /tmp/parsec.ferret.a1ogs0t2/queries 10 20 4 /tmp/parsec.ferret.a1ogs0t2/output.txt;seconds;0;22.74007797241211;native;SW Fences const:simlarge:4
85;parsec.ferret;simlarge;x86_64;4;/test/benchmarks-root/parsec-3.0-bins/pkgs/apps/ferret/inst/amd64-linux.gcc/bin/ferret /tmp/parsec.ferret.a1ogs0t2/corel lsh /tmp/parsec.ferret.a1ogs0t2/queries 10 20 4 /tmp/parsec.ferret.a1ogs0t2/output.txt;seconds;0;23.3597195148468;native;SW Fences const:simlarge:4
86;parsec.ferret;simlarge;x86_64;4;/test/benchmarks-root/parsec-3.0-bins/pkgs/apps/ferret/inst/amd64-linux.gcc/bin/ferret /tmp/parsec.ferret.a1ogs0t2/corel lsh /tmp/parsec.ferret.a1ogs0t2/queries 10 20 4 /tmp/parsec.ferret.a1ogs0t2/output.txt;seconds;0;23.68878173828125;native;SW Fences const:simlarge:4
87;parsec.ferret;simlarge;x86_64;4;/test/benchmarks-root/parsec-3.0-bins/pkgs/apps/ferret/inst/amd64-linux.gcc/bin/ferret /tmp/parsec.ferret.a1ogs0t2/corel lsh /tmp/parsec.ferret.a1ogs0t2/queries 10 20 4 /tmp/parsec.ferret.a1ogs0t2/output.txt;seconds;0;23.036969661712646;native;SW Fences const:simlarge:4
88;parsec.ferret;simlarge;x86_64;4;/test/benchmarks-root/parsec-3.0-bins/pkgs/apps/ferret/inst/amd64-linux.gcc/bin/ferret /tmp/parsec.ferret.a1ogs0t2/corel lsh /tmp/parsec.ferret.a1ogs0t2/queries 10 20 4 /tmp/parsec.ferret.a1ogs0t2/output.txt;seconds;0;23.161314487457275;native;SW Fences const:simlarge:4
89;parsec.ferret;simlarge;x86_64;4;/test/benchmarks-root/parsec-3.0-bins/pkgs/apps/ferret/inst/amd64-linux.gcc/bin/ferret /tmp/parsec.ferret.a1ogs0t2/corel lsh /tmp/parsec.ferret.a1ogs0t2/queries 10 20 4 /tmp/parsec.ferret.a1ogs0t2/output.txt;seconds;0;23.374260425567627;native;SW Fences const:simlarge:4
